Jensen et al. Temporal disease trajectories condensed from population-wide registry data covering 6.2 million patients,,,,,,,,,,,,,,,,
Supplementary Data 2 | Trajectory counting,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,Median age at ,,,,,Count,time 1->2,,,Count,time ->3,,,Count,time ->4
None,E11_E10_H36_H26,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,H26,Other cataract,321,105.99
None,E11_E10_H36_H28,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,H28,Cataract and other disorders of lens in diseases classified elsewhere,100,100.01
None,E11_E10_H36_H33,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,H33,Retinal detachments and breaks,94,100.8
None,E11_E10_H36_H54,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,H54,Blindness and low vision,40,111.54
None,E11_E10_H36_I46,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,I46,Cardiac arrest,84,108.91
None,E11_E10_H36_I50,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,I50,Heart failure,370,111.93
None,E11_E10_H36_I63,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,I63,Cerebral infarction,203,117.89
None,E11_E10_H36_I69,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,I69,Sequelae of cerebrovascular disease,253,114.75
None,E11_E10_H36_I73,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,I73,Other peripheral vascular diseases,201,115.04
None,E11_E10_H36_I95,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,I95,Hypotension,55,120.18
None,E11_E10_H36_J18,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,J18,"Pneumonia, organism unspecified",438,115.78
None,E11_E10_H36_J81,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,J81,Pulmonary oedema,53,117.38
None,E11_E10_H36_N30,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,H36,Retinal disorders in diseases classified elsewhere,4988,77.75,N30,Cystitis,306,116.12
None,E11_E10_I15_E86,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I15,Secondary hypertension,660,72.87,E86,Volume depletion,52,97.74
None,E11_E10_I69_A41,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I69,Sequelae of cerebrovascular disease,2996,70.41,A41,Other septicaemia,253,90.06
None,E11_E10_I69_A49,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I69,Sequelae of cerebrovascular disease,2996,70.41,A49,Bacterial infection of unspecified site,71,99.02
None,E11_E10_I69_E86,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I69,Sequelae of cerebrovascular disease,2996,70.41,E86,Volume depletion,349,93.16
None,E11_E10_I69_J15,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I69,Sequelae of cerebrovascular disease,2996,70.41,J15,"Bacterial pneumonia, not elsewhere classified",160,93.05
None,E11_E10_I69_J81,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I69,Sequelae of cerebrovascular disease,2996,70.41,J81,Pulmonary oedema,79,92.14
None,E11_E10_I69_L89,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I69,Sequelae of cerebrovascular disease,2996,70.41,L89,Decubitus ulcer,113,93.15
None,E11_E10_I73_D50,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I73,Other peripheral vascular diseases,1902,79.46,D50,Iron deficiency anaemia,44,108.55
None,E11_E10_I73_D64,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I73,Other peripheral vascular diseases,1902,79.46,D64,Other anaemias,153,104.52
None,E11_E10_I73_I46,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I73,Other peripheral vascular diseases,1902,79.46,I46,Cardiac arrest,50,107.08
None,E11_E10_I73_L89,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I73,Other peripheral vascular diseases,1902,79.46,L89,Decubitus ulcer,64,99.52
None,E11_E10_I73_L98,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I73,Other peripheral vascular diseases,1902,79.46,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",127,97.23
None,E11_E10_I73_N17,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I73,Other peripheral vascular diseases,1902,79.46,N17,Acute renal failure,47,104.53
None,E11_E10_I73_N18,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,I73,Other peripheral vascular diseases,1902,79.46,N18,Chronic renal failure,149,103.48
None,E11_E10_J18_A04,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,J18,"Pneumonia, organism unspecified",5365,71.54,A04,Other bacterial intestinal infections,62,87.72
None,E11_E10_J18_A49,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,J18,"Pneumonia, organism unspecified",5365,71.54,A49,Bacterial infection of unspecified site,113,93.65
None,E11_E10_J18_I46,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,J18,"Pneumonia, organism unspecified",5365,71.54,I46,Cardiac arrest,127,87.98
None,E11_E10_J18_J15,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,J18,"Pneumonia, organism unspecified",5365,71.54,J15,"Bacterial pneumonia, not elsewhere classified",477,89.79
None,E11_E10_J18_J69,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,J18,"Pneumonia, organism unspecified",5365,71.54,J69,Pneumonitis due to solids and liquids,54,89.15
None,E11_E10_J18_J96,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,J18,"Pneumonia, organism unspecified",5365,71.54,J96,"Respiratory failure, not elsewhere classified",604,85.06
None,E11_E10_J18_L89,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,J18,"Pneumonia, organism unspecified",5365,71.54,L89,Decubitus ulcer,161,91.11
None,E11_E10_K52_A41,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K52,Other noninfective gastroenteritis and colitis,792,78.51,A41,Other septicaemia,62,97.82
None,E11_E10_K59_A41,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K59,Other functional intestinal disorders,2059,76.8,A41,Other septicaemia,163,101.77
None,E11_E10_K59_J15,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K59,Other functional intestinal disorders,2059,76.8,J15,"Bacterial pneumonia, not elsewhere classified",98,99.83
None,E11_E10_K59_J96,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K59,Other functional intestinal disorders,2059,76.8,J96,"Respiratory failure, not elsewhere classified",103,102.12
None,E11_E10_K59_L89,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K59,Other functional intestinal disorders,2059,76.8,L89,Decubitus ulcer,55,102.4
None,E11_E10_K92_A41,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K92,Other diseases of digestive system,1386,72.82,A41,Other septicaemia,134,87.62
None,E11_E10_K92_J96,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K92,Other diseases of digestive system,1386,72.82,J96,"Respiratory failure, not elsewhere classified",73,88.06
None,E11_E10_K92_K72,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,K92,Other diseases of digestive system,1386,72.82,K72,"Hepatic failure, not elsewhere classified",35,90.38
None,E11_E10_L97_E86,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,L97,"Ulcer of lower limb, not elsewhere classified",2562,74.67,E86,Volume depletion,195,102.17
None,E11_E10_L97_I46,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,L97,"Ulcer of lower limb, not elsewhere classified",2562,74.67,I46,Cardiac arrest,68,100.27
None,E11_E10_L97_J15,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,L97,"Ulcer of lower limb, not elsewhere classified",2562,74.67,J15,"Bacterial pneumonia, not elsewhere classified",128,105.85
None,E11_E10_L97_J96,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,L97,"Ulcer of lower limb, not elsewhere classified",2562,74.67,J96,"Respiratory failure, not elsewhere classified",111,103.53
None,E11_E10_L98_J96,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",1508,76.9,J96,"Respiratory failure, not elsewhere classified",64,105.88
None,E11_E10_N18_A04,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N18,Chronic renal failure,2635,75.41,A04,Other bacterial intestinal infections,48,98.34
None,E11_E10_N18_I46,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N18,Chronic renal failure,2635,75.41,I46,Cardiac arrest,117,93.3
None,E11_E10_N19_I46,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N19,Unspecified renal failure,1759,73.18,I46,Cardiac arrest,80,91.61
None,E11_E10_N30_A41,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N30,Cystitis,3890,71.53,A41,Other septicaemia,449,87.84
None,E11_E10_N30_A49,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N30,Cystitis,3890,71.53,A49,Bacterial infection of unspecified site,110,92.95
None,E11_E10_N30_J15,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N30,Cystitis,3890,71.53,J15,"Bacterial pneumonia, not elsewhere classified",213,93.8
None,E11_E10_N30_L89,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N30,Cystitis,3890,71.53,L89,Decubitus ulcer,153,93.97
None,E11_E10_N30_L98,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,N30,Cystitis,3890,71.53,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",136,101.61
None,E11_E14_D64_A41,62.04,E11,Non-insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,23708,40.45,D64,Other anaemias,1860,75.5,A41,Other septicaemia,194,93.85
None,E11_E14_D64_D63,62.04,E11,Non-insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,23708,40.45,D64,Other anaemias,1860,75.5,D63,Anaemia in chronic diseases classified elsewhere,109,89.27
None,E11_E14_N18_I46,62.04,E11,Non-insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,23708,40.45,N18,Chronic renal failure,1474,76.58,I46,Cardiac arrest,63,92.93
None,E11_H36_H28_H26,59.69,E11,Non-insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,16160,51.25,H28,Cataract and other disorders of lens in diseases classified elsewhere,359,75.11,H26,Other cataract,63,99.17
None,E11_H36_H33_H26,59.69,E11,Non-insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,16160,51.25,H33,Retinal detachments and breaks,386,75.05,H26,Other cataract,73,93.95
None,E11_H36_I50_N18,59.69,E11,Non-insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,16160,51.25,I50,Heart failure,1348,91.32,N18,Chronic renal failure,198,111.6
None,E11_I11_N18_A41,67.81,E11,Non-insulin-dependent diabetes mellitus,I11,Hypertensive heart disease,5336,40.63,N18,Chronic renal failure,388,67.41,A41,Other septicaemia,48,81.3
None,E11_I35_D64_A41,71.44,E11,Non-insulin-dependent diabetes mellitus,I35,Nonrheumatic aortic valve disorders,4852,42.13,D64,Other anaemias,557,65.4,A41,Other septicaemia,46,79.79
None,E11_I70_D64_A41,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,D64,Other anaemias,1200,74.57,A41,Other septicaemia,114,91.43
None,E11_I70_D64_D63,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,D64,Other anaemias,1200,74.57,D63,Anaemia in chronic diseases classified elsewhere,73,87.34
None,E11_I70_I11_N18,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,I11,Hypertensive heart disease,440,69.13,N18,Chronic renal failure,47,86.27
None,E11_I70_I69_A41,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,I69,Sequelae of cerebrovascular disease,1133,68.97,A41,Other septicaemia,102,86.33
None,E11_I70_I69_E86,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,I69,Sequelae of cerebrovascular disease,1133,68.97,E86,Volume depletion,122,87.93
None,E11_I70_I69_J15,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,I69,Sequelae of cerebrovascular disease,1133,68.97,J15,"Bacterial pneumonia, not elsewhere classified",53,92.55
None,E11_I70_I69_L89,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,I69,Sequelae of cerebrovascular disease,1133,68.97,L89,Decubitus ulcer,59,84.46
None,E11_I70_J18_A49,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J18,"Pneumonia, organism unspecified",2020,73.46,A49,Bacterial infection of unspecified site,49,86.71
None,E11_I70_J18_J15,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J18,"Pneumonia, organism unspecified",2020,73.46,J15,"Bacterial pneumonia, not elsewhere classified",163,87.54
None,E11_I70_J18_J96,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J18,"Pneumonia, organism unspecified",2020,73.46,J96,"Respiratory failure, not elsewhere classified",196,86.75
None,E11_I70_J18_L89,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J18,"Pneumonia, organism unspecified",2020,73.46,L89,Decubitus ulcer,86,85.11
None,E11_I70_J44_A41,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,A41,Other septicaemia,76,95
None,E11_I70_J44_C34,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,C34,Malignant neoplasm of bronchus and lung,29,91.01
None,E11_I70_J44_D50,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,D50,Iron deficiency anaemia,22,94.61
None,E11_I70_J44_F32,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,F32,Depressive episode,34,90.87
None,E11_I70_J44_I46,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,I46,Cardiac arrest,23,94.51
None,E11_I70_J44_J81,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,J81,Pulmonary oedema,28,95.45
None,E11_I70_J44_K92,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,K92,Other diseases of digestive system,37,95.12
None,E11_I70_J44_N17,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,N17,Acute renal failure,58,91.4
None,E11_I70_J44_N39,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,J44,Other chronic obstructive pulmonary disease,953,73.83,N39,Other disorders of urinary system,70,97.95
None,E11_I70_K92_A41,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,K92,Other diseases of digestive system,504,72.6,A41,Other septicaemia,54,85.02
None,E11_I70_L97_A41,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,L97,"Ulcer of lower limb, not elsewhere classified",2035,60.52,A41,Other septicaemia,180,86.35
None,E11_I70_L97_I46,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,L97,"Ulcer of lower limb, not elsewhere classified",2035,60.52,I46,Cardiac arrest,63,90.53
None,E11_I70_L97_N17,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,L97,"Ulcer of lower limb, not elsewhere classified",2035,60.52,N17,Acute renal failure,68,88.55
None,E11_I70_L98_J96,68.86,E11,Non-insulin-dependent diabetes mellitus,I70,Atherosclerosis,13736,40.25,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",1039,64.86,J96,"Respiratory failure, not elsewhere classified",43,92.91
None,E11_I73_N18_A41,65.94,E11,Non-insulin-dependent diabetes mellitus,I73,Other peripheral vascular diseases,7103,52.47,N18,Chronic renal failure,521,80.57,A41,Other septicaemia,76,92.62
